player,first,last,name,position1,game1,game2,game3,game4,game5,game6,game7,game8,game9,game10,game11,game12,game13,game14,game15,game16
DF-1375,D.J.,Foster,D.J. Foster,RB,0,0.8999999999999999,0,0,1.7,0.0,0,0,0,0,0,0.0,0,0,0,0
DH-2450,Derrick,Henry,Derrick Henry,RB,4.3999999999999995,4.9,4.5,0.9,5.4,2.7,0.3,15.7,0,3.1,0,12.0,4.7,17.8,3.5,12.8
DV-0550,Dan,Vitale,Dan Vitale,RB,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.0,1.7,1.5,-0.1
DW-1350,DeAndre,Washington,DeAndre Washington,RB,2.4,5.199999999999999,6.2,2.5999999999999996,5.199999999999999,4.9,2.2,3.2,3.5,0.0,0,0.0,0,3.4,23.7,5.699999999999999
DW-1550,Dwayne,Washington,Dwayne Washington,RB,6.1,3.1,3.5,1.4,0,0,0,0,2.6,2.1,1.9,4.0,7.4,4.0,2.6,0
DW-1750,Derek,Watt,Derek Watt,RB,0.0,0,0.6,0,0.2,0.8,0,5.3,0,0,0,0.2,0,0,1.6,0
EE-0250,Ezekiel,Elliott,Ezekiel Elliott,RB,11.2,12.700000000000001,16.0,21.7,31.099999999999998,17.4,14.8,21.7,40.9,12.7,24.0,16.5,10.7,24.799999999999997,23.2,0
EP-0350,Elijhaa,Penny,Elijhaa Penny,RB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
JF-1250,Josh,Ferguson,Josh Ferguson,RB,2.4,3.5999999999999996,3.1,3.0999999999999996,1.3,0.0,0,0.0,0.9,0,0.0,1.1,0.0,0.1,0.0,0
JH-5575,Jordan,Howard,Jordan Howard,RB,0,3.1,9.2,13.2,22.3,10.0,2.2,26.200000000000003,8.0,9.9,12.7,29.7,11.0,17.3,12.8,13.5
JR-2075,Jalen,Richard,Jalen Richard,RB,17.5,2.7,4.1,2.0,9.7,1.2,0.1,3.6999999999999997,7.2,11.2,2.3,5.3,2.9,4.9,13.9,-0.2
JW-4625,Jonathan,Williams,Jonathan Williams,RB,0,0,0.2,0,0,0.10000000000000009,0,7.2,0.0,2.6,1.2,0.0,0,1.0,0,-0.8999999999999999
KD-1462,Kenyan,Drake,Kenyan Drake,RB,0,7.8,4.800000000000001,1.5,2.0,0.0,0.0,6.6,0.9,0.2,0.9,0.5,1.1,1.6,13.6,1.0
PB-0125,Peyton,Barber,Peyton Barber,RB,0,0,0,0,0.6,16.4,0.1,5.5,3.8,2.2,2.0,0.6,0,0.0,0,1.9
PP-0350,Paul,Perkins,Paul Perkins,RB,0,0,0.0,8.0,2.2,2.6,1.6,4.7,3.1,3.5,4.3,3.8,4.5,5.6,7.7,10.2
TC-0450,Tra,Carson,Tra Carson,RB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
TE-0350,Tyler,Ervin,Tyler Ervin,RB,0.8,0.0,-2.0,0.0,0.0,0.4,0.9,0.0,0.0,-2.0,0,0.0,0,0,0.0,0.0
TP-1950,Troymaine,Pope,Troymaine Pope,RB,0,0,0,0,0,0,0.1,0,0,0,0.3,0.0,3.3,1.2,0,0
WS-0650,Wendell,Smallwood,Wendell Smallwood,RB,0.1,1.6,13.9,0,8.0,1.3,-2.5,2.5,7.0,7.9,4.7,1.9,0.3,0,0,0
AA-0557,Alex,Armah,Alex Armah,RB,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0
AE-0550,Austin,Ekeler,Austin Ekeler,RB,1.8,0.0,0.6,11.8,2.8,0.9,10.4,2.1,21.9,11.8,7.0,4.0,4.9,-0.10000000000000009,0,0
AJ-1143,Aaron,Jones,Aaron Jones,RB,0,0,0,10.9,19.4,4.199999999999999,21.8,1.0999999999999999,1.2,0,0,8.0,-0.2,5.3,1.3,0
AK-0050,Alvin,Kamara,Alvin Kamara,RB,3.8,5.3999999999999995,10.2,15.6,8.7,10.7,13.600000000000001,25.200000000000003,19.8,19.6,32.8,24.6,2.7,14.9,9.0,24.799999999999997
BH-1225,Brian,Hill,Brian Hill,RB,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.2,5.1,0.0
CC-0750,Chris,Carson,Chris Carson,RB,4.9,10.0,11.200000000000001,6.6,0,0,0,0,0,0,0,0.0,0,0,0,0
CC-2350,Corey,Clement,Corey Clement,RB,0,0,8.2,3.0,3.9000000000000004,0.2,7.5,5.4,24.6,13.0,3.9000000000000004,3.7,5.199999999999999,1.8,2.0,0.0
CM-1225,Christian,McCaffrey,Christian McCaffrey,RB,6.5,4.4,11.7,4.9,9.8,12.399999999999999,4.6,5.2,15.399999999999999,17.0,9.7,10.899999999999999,5.3,19.6,5.8,5.4
DC-3550,Dalvin,Cook,Dalvin Cook,RB,13.7,6.4,22.9,11.4,0,0,0,0,0,0,0,0.0,0,0,0,0
DO-0025,Dare,Ogunbowale,Dare Ogunbowale,RB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
JC-4075,James,Conner,James Conner,RB,1.1,0.9,0,2.6,0.9,1.4,1.9,0.1,1.2,1.2,0,1.2,0.6,1.3,0,0
JM-5275,Joe,Mixon,Joe Mixon,RB,2.4,4.1,10.1,4.8,11.1,6.8,8.9,10.6,10.0,4.9,22.5,4.2,0,0,3.2,7.699999999999999
JW-3650,Jamaal,Williams,Jamaal Williams,RB,0.9,1.1,0.6,1.3,0.1,0,0.0,9.2,7.4,9.5,27.5,18.3,23.799999999999997,3.0,5.8,11.299999999999999
KH-2850,Kareem,Hunt,Kareem Hunt,RB,42.599999999999994,24.900000000000002,26.3,12.1,11.6,11.0,11.7,6.8,6.1,7.7,2.6,6.3,19.8,32.6,16.6,9.5
LF-0650,Leonard,Fournette,Leonard Fournette,RB,18.4,12.1,14.0,20.5,32.400000000000006,21.8,0,0,4.6,11.799999999999999,4.2,13.899999999999999,17.900000000000002,0,13.0,13.600000000000001
MB-3537,Matt,Breida,Matt Breida,RB,1.1,3.8,2.9,2.0,7.1000000000000005,3.6,0.5,11.6,1.9000000000000001,11.8,2.4,4.9,2.7,1.6,14.200000000000001,10.4
MM-0050,Marlon,Mack,Marlon Mack,RB,10.5,0.8,0,0,15.299999999999999,1.8,6.6,12.299999999999999,2.9,2.5999999999999996,3.1,5.3999999999999995,4.4,1.4,5.4,9.8
PR-0125,Patrick,Ricard,Patrick Ricard,RB,0,0,0,0,0,0,0,0.1,0,0,0,6.3,6.6,0,0,0.2
RO-0550,Ricky,Ortiz,Ricky Ortiz,RB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
SP-0825,Samaje,Perine,Samaje Perine,RB,0,6.7,3.5,2.7,10.700000000000001,0,0,0.9,6.0,18.599999999999998,13.0,6.9,5.2,6.6,5.4,0.3
TC-1975,Tarik,Cohen,Tarik Cohen,RB,17.3,4.8,10.2,4.8,0.7000000000000001,7.4399999999999995,7.0,6.8,1.1,11.9,-0.30000000000000004,10.4,8.5,1.7000000000000002,2.1,2.7
TE-0025,Trey,Edmunds,Trey Edmunds,RB,0.0,0.0,0,0,0.0,0,0,0,12.8,0,0,0.0,0,0,0,0
TL-1037,T.J.,Logan,T.J. Logan,RB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
WG-0050,Wayne,Gallman,Wayne Gallman,RB,0,0,0,11.0,8.2,3.2,2.9,2.0999999999999996,2.2,2.1999999999999997,4.3,1.9000000000000001,9.9,7.9,6.2,8.9
BS-0825,Bo,Scarbrough,Bo Scarbrough,RB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
BS-1450,Boston,Scott,Boston Scott,RB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0
CE-0175,Chase,Edmonds,Chase Edmonds,RB,4.8,2.0,1.0,0.1,-0.1,0.4,2.1,2.1,0.7,1.7,0.0,18.6,1.4,4.4,2.1,1.7999999999999998
DD-0681,Dalyn,Dawkins,Dalyn Dawkins,RB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
DG-3200,Derrius,Guice,Derrius Guice,RB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
DH-3137,Dontrell,Hilliard,Dontrell Hilliard,RB,0,0,0,0,0,0.0,0.0,2.4,0.0,-1.4,0.0,4.0,2.0,0.0,1.5,0
DT-1992,De'Lance,Turner,De'Lance Turner,RB,0,0,0,1.4,0.7,0,0,0,0,0,0,0.0,0,0,0,0
DW-3243,Darrel,Williams,Darrel Williams,RB,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,9.2,0,3.1
GE-0150,Gus,Edwards,Gus Edwards,RB,0,0,0,0,0,4.2,0.0,1.9,1.0,19.5,11.8,8.2,6.7,16.4,10.5,7.6
GH-1162,Gregory,Howell,Gregory Howell,RB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
IS-0250,Ito,Smith,Ito Smith,RB,0,5.3999999999999995,3.4999999999999996,10.8,7.0,8.1,4.5,12.4,2.6,2.2,0.7,2.2,7.4,3.9,0,0
